Text,Timestamp,User,Platform,Retweets,Likes,Country,Year,Month,Day_of_Week,Clean_Text,Vader_Score,Sentiment,temp_list
 Gratitude for the support received during tough times. ,2012-03-10 08:30:00, SupportiveFriend,Facebook,15,30,India,2012,March,Saturday,gratitud support receiv tough time,0.296,positive,"['gratitud', 'support', 'receiv', 'tough', 'time']"
 Hopeful about the possibilities of a new journey.      ,2013-12-05 16:00:00, JourneyOptimist ,Twitter,18,35,Canada,2013,December,Thursday,hope possibl new journey,0.4404,positive,"['hope', 'possibl', 'new', 'journey']"
 Empowerment through learning and personal growth.      ,2014-07-20 11:30:00, GrowthSeeker    ,Instagram,25,50,USA,2014,July,Sunday,empower learn person growth,0.3818,positive,"['empower', 'learn', 'person', 'growth']"
 Compassion towards those in need during the holidays.  ,2015-12-22 14:20:00, HolidayHelper   ,Facebook,18,35,USA,2015,December,Tuesday,compass toward need holiday,0.4019,positive,"['compass', 'toward', 'need', 'holiday']"
 Tenderness in the warmth of a cozy winter evening.     ,2016-02-10 19:45:00, WinterWarmth    ,Twitter,25,50,UK,2016,February,Wednesday,tender warmth cozi winter even,0.4588,positive,"['tender', 'warmth', 'cozi', 'winter', 'even']"
 Arousal of excitement for an upcoming adventure.       ,2017-04-30 11:30:00, AdventureAwaits ,Instagram,20,40,Australia,2017,April,Sunday,arous excit upcom adventur,0.0,neutral,"['arous', 'excit', 'upcom', 'adventur']"
 Enthusiasm for a creative project in the making.       ,2018-09-15 16:00:00, CreativeSpirit  ,Facebook,15,30,Canada,2018,September,Saturday,enthusiasm creativ project make,0.4404,positive,"['enthusiasm', 'creativ', 'project', 'make']"
 Fulfillment in completing a challenging workout routine.,2019-06-28 18:20:00, FitnessAchiever ,Twitter,22,45,India,2019,June,Friday,fulfil complet challeng workout routin,0.0,neutral,"['fulfil', 'complet', 'challeng', 'workout', 'routin']"
 Reverence for the artistry displayed in a museum.      ,2020-11-11 15:00:00, ArtAppreciator  ,Instagram,18,35,UK,2020,November,Wednesday,rever artistri display museum,0.0,neutral,"['rever', 'artistri', 'display', 'museum']"
 Elation after achieving a personal goal.               ,2021-03-02 09:30:00, GoalAchiever2   ,Facebook,25,50,USA,2021,March,Tuesday,elat achiev person goal,0.0,neutral,"['elat', 'achiev', 'person', 'goal']"
 Elation over discovering a hidden gem in the city.   ,2012-02-18 14:30:00, UrbanExplorer2  ,Twitter,20,40,USA,2012,February,Saturday,elat discov hidden gem citi,0.0,neutral,"['elat', 'discov', 'hidden', 'gem', 'citi']"
 The euphoria of a surprise birthday celebration.     ,2018-11-05 21:45:00, BirthdayJoy     ,Instagram,15,30,UK,2018,November,Monday,euphoria surpris birthday celebr,0.6486,positive,"['euphoria', 'surpris', 'birthday', 'celebr']"
 Contentment in the simplicity of a home-cooked meal. ,2015-09-12 13:20:00, HomeChef        ,Facebook,25,50,India,2015,September,Saturday,content simplic homecook meal,0.0,neutral,"['content', 'simplic', 'homecook', 'meal']"
 Serenity found in the melody of a peaceful piano.    ,2016-07-30 18:10:00, MusicLover4     ,Twitter,18,35,Canada,2016,July,Saturday,seren found melodi peac piano,0.0,neutral,"['seren', 'found', 'melodi', 'peac', 'piano']"
 Gratitude for the supportive community around me.    ,2013-04-20 10:30:00, CommunityLove   ,Instagram,30,60,USA,2013,April,Saturday,gratitud support commun around,0.4019,positive,"['gratitud', 'support', 'commun', 'around']"
 Hopeful about the prospects of a new business venture.,2017-12-08 19:15:00, EntrepreneurHope,Facebook,22,45,Canada,2017,December,Friday,hope prospect new busi ventur,0.6249,positive,"['hope', 'prospect', 'new', 'busi', 'ventur']"
 Empowerment through mentoring and guiding others.    ,2014-06-03 08:20:00, MentorEmpower   ,Twitter,15,30,UK,2014,June,Tuesday,empower mentor guid other,0.0,neutral,"['empower', 'mentor', 'guid', 'other']"
 Compassion shown through acts of kindness in the community.,2019-01-15 14:50:00, KindnessInAction,Instagram,18,35,Australia,2019,January,Tuesday,compass shown act kind commun,0.5267,positive,"['compass', 'shown', 'act', 'kind', 'commun']"
 Tenderness in a heartfelt message to a loved one.    ,2016-12-25 19:30:00, LoveExpress     ,Facebook,25,50,UK,2016,December,Sunday,tender heartfelt messag love one,0.8271,positive,"['tender', 'heartfelt', 'messag', 'love', 'one']"
 Arousal of excitement before a much-awaited trip.    ,2018-03-10 09:45:00, TravelExcitement,Twitter,20,40,India,2018,March,Saturday,arous excit muchawait trip,0.0,neutral,"['arous', 'excit', 'muchawait', 'trip']"
 Enthusiasm for a new artistic project in the works.  ,2020-09-17 16:30:00, ArtisticSpirit  ,Instagram,15,30,USA,2020,September,Thursday,enthusiasm new artist project work,0.4404,positive,"['enthusiasm', 'new', 'artist', 'project', 'work']"
 Feeling a sense of fulfillment after helping others. ,2011-08-28 18:45:00, HelperHeart     ,Facebook,22,45,Canada,2011,August,Sunday,feel sens fulfil help other,0.4019,positive,"['feel', 'sens', 'fulfil', 'help', 'other']"
 Reverence for the historical significance of a landmark.,2017-11-01 15:30:00, HistoryBuff     ,Twitter,18,35,Australia,2017,November,Wednesday,rever histor signific landmark,0.0772,positive,"['rever', 'histor', 'signific', 'landmark']"
 Elation after achieving a fitness milestone.         ,2019-06-15 10:00:00, FitnessAchiever2,Instagram,25,50,UK,2019,June,Saturday,elat achiev fit mileston,0.3612,positive,"['elat', 'achiev', 'fit', 'mileston']"
 The euphoria of a successful product launch.         ,2022-04-03 11:45:00, ProductLaunchJoy,Facebook,15,30,USA,2022,April,Sunday,euphoria success product launch,0.8402,positive,"['euphoria', 'success', 'product', 'launch']"
 Contentment in the embrace of a loved one.           ,2010-11-12 20:20:00, LovingEmbrace   ,Twitter,30,60,India,2010,November,Friday,content embrac love one,0.6369,positive,"['content', 'embrac', 'love', 'one']"
 Serenity found in the beauty of a sunset by the sea.  ,2011-07-22 18:30:00, SunsetWatcher2  ,Instagram,22,45,Canada,2011,July,Friday,seren found beauti sunset sea,0.0,neutral,"['seren', 'found', 'beauti', 'sunset', 'sea']"
 Gratitude for the small joys that each day brings.   ,2012-03-30 11:20:00, JoyfulHeart2    ,Facebook,15,30,Australia,2012,March,Friday,gratitud small joy day bring,0.5859,positive,"['gratitud', 'small', 'joy', 'day', 'bring']"
 Hopeful about the potential for personal growth.      ,2013-10-05 16:40:00, GrowthOptimist  ,Twitter,18,35,UK,2013,October,Saturday,hope potenti person growth,0.6705,positive,"['hope', 'potenti', 'person', 'growth']"
 Empowerment through learning a new skill.            ,2014-07-10 13:15:00, SkillEmpower    ,Instagram,25,50,India,2014,July,Thursday,empower learn new skill,0.0,neutral,"['empower', 'learn', 'new', 'skill']"
 Compassion in volunteering for a local charity.       ,2015-12-18 14:20:00, CharityVolunteer,Facebook,18,35,USA,2015,December,Friday,compass volunt local chariti,0.0,neutral,"['compass', 'volunt', 'local', 'chariti']"
 Tenderness in a quiet moment shared with a pet.      ,2016-02-10 19:45:00, PetLove         ,Twitter,25,50,Canada,2016,February,Wednesday,tender quiet moment share pet,0.296,positive,"['tender', 'quiet', 'moment', 'share', 'pet']"
 Arousal of excitement for an upcoming festival.       ,2017-09-25 11:30:00, FestivalFan     ,Instagram,20,40,UK,2017,September,Monday,arous excit upcom festiv,0.0,neutral,"['arous', 'excit', 'upcom', 'festiv']"
 Enthusiasm for a DIY home improvement project.       ,2018-04-15 16:00:00, DIYEnthusiast   ,Facebook,15,30,Australia,2018,April,Sunday,enthusiasm diy home improv project,0.4404,positive,"['enthusiasm', 'diy', 'home', 'improv', 'project']"
 Fulfillment in completing a challenging puzzle.      ,2019-11-28 18:20:00, PuzzleMaster    ,Twitter,22,45,India,2019,November,Thursday,fulfil complet challeng puzzl,0.0,neutral,"['fulfil', 'complet', 'challeng', 'puzzl']"
 Reverence for the wonders of nature on a hiking trail.,2020-05-11 15:00:00, NatureAdmirer   ,Instagram,18,35,USA,2020,May,Monday,rever wonder natur hike trail,0.0,neutral,"['rever', 'wonder', 'natur', 'hike', 'trail']"
 Elation after a surprise reunion with a childhood friend.,2021-02-05 09:30:00, ChildhoodJoy    ,Facebook,25,50,Canada,2021,February,Friday,elat surpris reunion childhood friend,0.4939,positive,"['elat', 'surpris', 'reunion', 'childhood', 'friend']"
 Suffering from despair after another setback.      ,2021-03-10 08:30:00, StrugglingSoul    ,Twitter,5,10,USA,2021,March,Wednesday,suffer despair anoth setback,-0.7003,negative,"['suffer', 'despair', 'anoth', 'setback']"
" Overwhelmed by grief, missing a loved one dearly.  ",2022-07-05 15:45:00, MourningHeart     ,Instagram,8,15,Canada,2022,July,Tuesday,overwhelm grief miss love one dearli,-0.0772,negative,"['overwhelm', 'grief', 'miss', 'love', 'one', 'dearli']"
 Loneliness creeps in as the night grows colder.    ,2019-11-18 21:20:00, SolitarySoul      ,Facebook,10,20,UK,2019,November,Monday,loneli creep night grow colder,0.0,neutral,"['loneli', 'creep', 'night', 'grow', 'colder']"
 Jealousy consumes me as I witness others' success. ,2020-08-12 11:30:00, EnviousObserver   ,Twitter,12,25,India,2020,August,Wednesday,jealousi consum wit other success,0.5719,positive,"['jealousi', 'consum', 'wit', 'other', 'success']"
 Resentment building up over past betrayals.        ,2018-05-22 14:45:00, BitterHeart       ,Instagram,7,15,Australia,2018,May,Tuesday,resent build past betray,-0.7096,negative,"['resent', 'build', 'past', 'betray']"
 Frustration mounts as obstacles block my path.     ,2017-01-30 16:10:00, BlockedGoals      ,Facebook,10,20,USA,2017,January,Monday,frustrat mount obstacl block path,-0.4404,negative,"['frustrat', 'mount', 'obstacl', 'block', 'path']"
" Boredom sets in, the day feels endlessly dull.     ",2016-09-28 19:45:00, BoredMind         ,Twitter,8,15,Canada,2016,September,Wednesday,boredom set day feel endlessli dull,-0.6124,negative,"['boredom', 'set', 'day', 'feel', 'endlessli', 'dull']"
" Anxiety grips my heart, worry clouds my thoughts.  ",2019-04-15 09:00:00, WorriedMind       ,Instagram,12,25,UK,2019,April,Monday,anxieti grip heart worri cloud thought,0.0,neutral,"['anxieti', 'grip', 'heart', 'worri', 'cloud', 'thought']"
 Intimidation by the unknown future ahead.          ,2021-12-03 18:30:00, FearfulSoul       ,Facebook,15,30,India,2021,December,Friday,intimid unknown futur ahead,0.0,neutral,"['intimid', 'unknown', 'futur', 'ahead']"
 Helplessness sinks in as challenges pile up.       ,2020-06-20 14:20:00, OverwhelmedHeart  ,Twitter,8,15,Australia,2020,June,Saturday,helpless sink challeng pile,-0.4588,negative,"['helpless', 'sink', 'challeng', 'pile']"
 Envy eats away at me as I see others' prosperity.  ,2018-11-07 11:30:00, CovetousMind     ,Instagram,10,20,Canada,2018,November,Wednesday,envi eat away see other prosper,0.0,neutral,"['envi', 'eat', 'away', 'see', 'other', 'prosper']"
 Regret over missed opportunities haunts my thoughts.,2017-08-25 16:00:00, RemorsefulSoul   ,Facebook,12,25,UK,2017,August,Friday,regret miss opportun haunt thought,-0.7269,negative,"['regret', 'miss', 'opportun', 'haunt', 'thought']"
 Disgust at the sight of injustice and cruelty.     ,2019-02-11 09:45:00, DisgustedHeart   ,Twitter,7,15,India,2019,February,Monday,disgust sight injustic cruelti,-0.5994,negative,"['disgust', 'sight', 'injustic', 'cruelti']"
" Drowning in despair, hope slipping through my fingers.",2016-04-02 20:20:00, HopelessHeart    ,Instagram,10,20,USA,2016,April,Saturday,drown despair hope slip finger,-0.4767,negative,"['drown', 'despair', 'hope', 'slip', 'finger']"
" Grief weighs heavy, tears a constant companion.    ",2015-10-18 15:30:00, TearfulSoul      ,Facebook,12,25,Canada,2015,October,Sunday,grief weigh heavi tear constant companion,-0.4939,negative,"['grief', 'weigh', 'heavi', 'tear', 'constant', 'companion']"
" Loneliness in a crowded room, a silent cry for connection.",2019-07-12 18:10:00, IsolatedMind     ,Twitter,15,30,UK,2019,July,Friday,loneli crowd room silent cri connect,0.0,neutral,"['loneli', 'crowd', 'room', 'silent', 'cri', 'connect']"
" Jealousy gnaws at my confidence, a toxic emotion.  ",2018-06-03 16:30:00, SelfDoubt        ,Instagram,8,15,India,2018,June,Sunday,jealousi gnaw confid toxic emot,0.0,neutral,"['jealousi', 'gnaw', 'confid', 'toxic', 'emot']"
" Resentment festers, poisoning relationships.       ",2022-01-15 12:00:00, BrokenTrust      ,Facebook,10,20,Australia,2022,January,Saturday,resent fester poison relationship,-0.6369,negative,"['resent', 'fester', 'poison', 'relationship']"
" Frustration boils over, a volcanic eruption of emotions.",2017-04-10 14:45:00, ExplosiveMind    ,Twitter,12,25,USA,2017,April,Monday,frustrat boil volcan erupt emot,0.0,neutral,"['frustrat', 'boil', 'volcan', 'erupt', 'emot']"
" Boredom settles like dust, life feels mundane.     ",2016-11-28 19:00:00, MundaneHeart     ,Instagram,7,15,Canada,2016,November,Monday,boredom settl like dust life feel mundan,0.0516,positive,"['boredom', 'settl', 'like', 'dust', 'life', 'feel', 'mundan']"
" Anxiety grips my chest, a relentless grip on my thoughts.",2018-09-05 09:30:00, RestlessMind     ,Facebook,10,20,UK,2018,September,Wednesday,anxieti grip chest relentless grip thought,0.0516,positive,"['anxieti', 'grip', 'chest', 'relentless', 'grip', 'thought']"
" Intimidation by the challenges ahead, fear takes hold.",2021-10-22 18:30:00, FearfulJourney   ,Twitter,15,30,India,2021,October,Friday,intimid challeng ahead fear take hold,-0.4939,negative,"['intimid', 'challeng', 'ahead', 'fear', 'take', 'hold']"
" Helplessness engulfs me, drowning in a sea of problems.",2019-05-08 14:20:00, OverwhelmedSoul  ,Instagram,8,15,Australia,2019,May,Wednesday,helpless engulf drown sea problem,-0.8555,negative,"['helpless', 'engulf', 'drown', 'sea', 'problem']"
" Envy poisons my thoughts, coveting others' success.",2017-03-20 11:30:00, GreenEyedMonster ,Facebook,10,20,Canada,2017,March,Monday,envi poison thought covet other success,0.0516,positive,"['envi', 'poison', 'thought', 'covet', 'other', 'success']"
 Regret for decisions that led to a painful present.,2018-12-15 16:00:00, RegretfulMind    ,Twitter,12,25,USA,2018,December,Saturday,regret decis led pain present,-0.7269,negative,"['regret', 'decis', 'led', 'pain', 'present']"
 Disgust at the corruption that stains society.     ,2016-07-01 09:45:00, CorruptedHeart   ,Instagram,7,15,UK,2016,July,Friday,disgust corrupt stain societi,-0.5994,negative,"['disgust', 'corrupt', 'stain', 'societi']"
" Sinking in despair, each day darker than the last. ",2020-08-20 20:20:00, DrowningSoul     ,Facebook,10,20,India,2020,August,Thursday,sink despair day darker last,-0.3182,negative,"['sink', 'despair', 'day', 'darker', 'last']"
" Grief overwhelms, a storm of emotions within.      ",2021-02-25 15:30:00, StormyHeart      ,Twitter,12,25,Canada,2021,February,Thursday,grief overwhelm storm emot within,-0.5994,negative,"['grief', 'overwhelm', 'storm', 'emot', 'within']"
" Loneliness echoes in empty spaces, yearning for connection.",2019-09-12 18:10:00, EchoingSoul     ,Instagram,15,30,Australia,2019,September,Thursday,loneli echo empti space yearn connect,0.0,neutral,"['loneli', 'echo', 'empti', 'space', 'yearn', 'connect']"
" Jealousy poisons my thoughts, resentment brewing within.",2018-08-05 16:30:00, PoisonedMind    ,Facebook,8,15,USA,2018,August,Sunday,jealousi poison thought resent brew within,-0.6369,negative,"['jealousi', 'poison', 'thought', 'resent', 'brew', 'within']"
" Resentment festers, a wound that refuses to heal.  ",2017-01-12 12:00:00, UnforgivingSoul  ,Twitter,10,20,India,2017,January,Thursday,resent fester wound refus heal,-0.1779,negative,"['resent', 'fester', 'wound', 'refus', 'heal']"
" Frustration escalates, a thunderstorm of emotions. ",2022-04-05 14:45:00, ThunderingMind   ,Instagram,12,25,UK,2022,April,Tuesday,frustrat escal thunderstorm emot,0.0,neutral,"['frustrat', 'escal', 'thunderstorm', 'emot']"
" Boredom lingers, a stagnant pool of indifference.  ",2021-10-02 19:00:00, StagnantHeart    ,Facebook,7,15,Canada,2021,October,Saturday,boredom linger stagnant pool indiffer,-0.3182,negative,"['boredom', 'linger', 'stagnant', 'pool', 'indiffer']"
" Embarking on a journey of discovery, fueled by curiosity and a thirst for knowledge. ",2023-04-15 10:15:00, InquisitiveMind   ,Twitter,15,30,USA,2023,April,Saturday,embark journey discoveri fuel curios thirst knowledg,0.0,neutral,"['embark', 'journey', 'discoveri', 'fuel', 'curios', 'thirst', 'knowledg']"
